,cluster_score,CPI_v3,CPI_technique,proxy_label
3055,65.65300183835731,61.0,64.1,1
3056,57.28465578210739,55.2,61.5,-1
3057,61.04801794093508,59.2,64.6,1
3058,55.723619906504204,57.1,65.7,1
3059,55.48747969624128,53.9,61.2,-1
3060,55.27587783115175,57.0,66.0,1
3061,57.221283922772216,55.9,63.2,1
3062,64.14280718731595,60.2,63.8,1
3063,,56.6,64.6,-1
3064,,52.9,63.2,-1
3065,,59.2,67.4,-1
3066,,55.7,58.4,-1
3067,,55.1,65.9,-1
3068,,58.5,67.4,-1
3069,55.34714595393866,54.4,61.6,-1
3070,70.51260801572252,62.5,64.3,1
3071,,59.0,66.7,-1
3072,,57.9,66.7,-1
3073,64.2945965439234,57.7,60.0,-1
3074,,58.3,62.2,-1
3075,56.55067176569195,56.7,65.0,1
3076,61.2503449537241,58.2,63.0,-1
3077,54.449217911229674,56.2,65.7,1
3078,59.481200959843264,57.4,63.2,-1
3079,65.50978181018297,60.9,63.9,1
3080,57.90399587771251,57.1,64.1,1
3081,,53.4,61.8,-1
3082,,54.7,66.0,-1
3083,,58.5,67.3,-1
3084,55.88876832351772,53.0,58.4,-1
3085,60.60831198344532,58.5,63.5,-1
3086,47.026254623918376,49.7,59.7,-1
3087,58.91167373272683,57.0,63.1,1
3088,,61.1,67.2,-1
3089,,59.5,66.2,-1
3090,,61.7,63.0,-1
3091,54.989348064452045,55.3,63.2,-1
3092,60.652090282468926,60.1,66.0,-1
3093,59.540115192556065,58.6,65.1,1
3094,,57.9,60.9,-1
3095,76.64504393694816,64.5,65.6,-1
3096,63.108421646388415,61.1,65.6,1
3097,57.92217904839055,58.4,65.9,1
3098,54.71038963356038,52.8,59.0,-1
3099,59.020975238313476,58.0,64.5,1
3100,60.34889668599857,56.2,60.8,-1
3101,60.119270689469204,58.4,64.2,-1
3102,,55.8,63.7,-1
3103,,47.6,58.0,-1
3104,54.227591639746066,54.7,64.1,-1
3105,65.31398481079285,61.3,64.4,1
3106,60.7390856677398,58.9,64.3,1
3107,67.39608438388667,61.0,63.0,-1
3108,64.84397170279685,62.9,66.8,1
3109,62.84125264757148,60.0,64.2,-1
3110,,56.9,63.1,1
3111,,51.4,56.3,-1
3112,59.83310329165612,56.0,61.2,-1
3113,57.940580280934164,58.2,65.6,-1
3114,54.01795413618971,54.7,63.6,-1
3115,,59.8,68.6,-1
3116,,54.8,65.8,-1
3117,,54.3,65.4,-1
3118,58.76884609132351,57.1,63.0,-1
3119,,52.3,61.3,-1
3120,,49.2,59.9,-1
3121,,62.3,65.9,-1
3122,,58.5,64.8,-1
3123,56.060837644038294,25.0,27.0,0
3124,64.84358561414881,58.8,61.6,-1
3125,62.22081010332414,61.4,66.4,-1
3126,76.70402950795953,63.0,64.2,-1
3127,57.14161774496924,57.9,65.0,-1
3128,,61.7,65.5,-1
3129,,40.0,40.0,-1
3130,,55.4,66.6,-1
3131,60.63343634797545,60.0,66.0,1
3132,,58.2,67.6,-1
3133,,53.1,55.4,-1
3134,35.1695072109877,41.1,54.5,-1
3135,,25.0,33.1,0
3136,,25.0,25.3,0
3137,,60.8,62.1,-1
3138,,53.9,56.4,-1
3139,,55.2,60.4,-1
3140,76.95769426230818,56.6,53.5,-1
3141,66.05121449285242,61.2,63.9,-1
3142,70.92364331535842,63.2,64.8,1
3143,69.08132563525939,65.0,67.2,1
3144,63.22315921569388,62.6,67.3,1
3145,61.67944749639478,58.1,62.1,-1
3146,80.73398437093353,65.5,65.5,1
3147,,58.0,54.9,-1
3148,73.22507097143426,59.7,60.6,-1
3149,87.31714434557207,63.1,63.3,-1
3150,42.42387031248972,46.8,55.3,-1
3151,87.46808552488176,63.6,63.2,-1
3152,69.6364058734839,62.8,64.6,1
3153,78.24009372928036,59.0,59.2,-1
3154,46.11370637011056,25.0,29.6,0
3155,,51.2,60.1,-1
3156,53.35262990232458,53.4,63.2,-1
3157,58.3896816082333,57.0,63.6,-1
3158,58.047344537012805,57.5,64.4,-1
3159,56.06270176645385,56.6,64.8,1
3160,68.49289592319603,62.8,64.6,-1
3161,52.16562948174022,54.4,64.8,-1
3162,55.2249264049244,56.0,64.1,-1
3163,51.050127200143095,53.8,64.8,-1
3164,63.543022272856554,61.4,65.8,1
3165,60.37028598608203,60.1,66.2,-1
3166,48.72846348396741,53.5,65.2,-1
3167,71.87101831558287,63.6,64.9,-1
3168,58.06378905092912,59.2,66.9,-1
3169,67.15224928530716,61.5,63.9,1
3170,57.37512569884111,58.0,65.2,-1
3171,58.185821051991915,58.2,65.2,-1
3172,57.67264396573677,58.4,66.2,-1
3173,65.45473187971331,60.5,63.5,-1
3174,54.36528538962801,55.4,63.7,-1
3175,62.3636378640422,58.8,63.1,1
3176,62.82258681318871,59.9,64.3,1
3177,45.401412341694325,48.3,58.5,-1
3178,57.75703341685081,56.2,63.2,1
3179,26.24615432131322,25.0,29.5,0
3180,,55.8,66.4,-1
3181,40.79114912203416,25.0,24.7,0
3182,52.51950916488926,53.6,63.0,-1
3183,54.82081623246975,52.9,58.1,-1
3184,54.585718394766516,54.9,63.4,-1
3185,58.237798140796016,56.2,61.2,-1
3186,56.65668758783491,56.9,64.4,-1
3187,55.726682990432174,57.4,66.0,1
3188,60.529207474259174,59.4,65.4,1
3189,55.73161124355009,55.7,62.7,-1
3190,69.02700236075856,63.7,65.7,1
3191,65.75422524126866,61.8,64.7,1
3192,62.5039891362854,59.9,64.6,1
3193,64.80548872933153,60.8,64.2,1
3194,58.27512872564809,55.6,61.5,-1
3195,53.162002622485474,55.3,65.0,-1
3196,58.84175900005476,57.2,63.1,-1
3197,54.58481611742767,54.6,63.9,1
3198,72.31926613327553,64.0,65.5,1
3199,57.66506246442113,58.0,65.3,1
3200,54.1155660438118,51.7,56.8,-1
3201,,52.7,64.1,-1
3202,59.949614579099645,57.8,63.7,-1
3203,57.32495733377415,55.0,61.1,-1
3204,56.621517208726836,57.9,66.0,-1
3205,65.05523973344658,60.3,63.4,-1
3206,64.1830550659259,61.3,65.3,1
3207,57.01420639842708,56.6,63.4,-1
3208,73.45960716510918,64.4,66.1,1
3209,62.01041587638825,61.8,67.1,1
3210,49.89506430869868,52.4,62.7,-1
3211,59.242544580584486,58.7,65.1,1
3212,,55.6,65.8,-1
3213,59.46974597186714,56.2,61.1,-1
3214,60.80516275478405,59.8,65.4,-1
3215,61.96914700024381,59.5,64.6,1
3216,56.248904687383025,55.2,62.1,-1
3217,56.60988438373729,56.2,63.4,-1
3218,57.82199549042977,58.5,66.2,-1
3219,58.19661619923029,58.3,65.5,1
3220,58.829545206670254,25.0,23.5,0
3221,72.77178928675357,55.4,55.2,-1
3222,58.57811957499004,59.2,66.3,1
3223,60.188892833132954,58.8,64.5,-1
3224,55.681664095951255,57.6,66.1,1
3225,58.72580368693242,58.1,64.6,1
3226,55.47973894736089,56.3,63.5,-1
3227,54.0585471895337,55.6,64.8,-1
3228,54.55595252475357,57.2,67.3,-1
3229,55.0003239152703,54.5,62.6,-1
3230,52.02345959027961,53.1,63.4,-1
3231,55.63519741565229,57.3,66.4,1
3232,69.87363793932835,44.8,42.8,-1
3233,58.16683819791761,57.1,63.5,-1
3234,55.4967265483136,56.2,64.6,-1
3235,54.91859473188465,55.6,64.1,-1
3236,58.38704923016225,58.6,65.8,1
3237,55.356608332955524,56.2,64.6,-1
3238,59.63750528446881,59.2,65.4,1
3239,58.11211030358703,58.5,65.7,1
3240,54.22826992784972,56.1,65.0,-1
3241,57.32565324474942,57.3,64.8,1
3242,61.5994731972336,58.7,63.4,-1
3243,54.801363930003966,56.6,65.2,-1
3244,55.9677252331928,56.6,64.2,-1
3245,55.046043963498406,55.4,63.5,-1
3246,53.115008930102526,54.8,63.4,-1
3247,56.42253933133545,57.1,65.8,1
3248,35.17425537790131,41.0,53.8,-1
3249,47.59175874727619,50.8,62.2,-1
3250,,25.0,26.0,0
3251,31.370082239293986,25.0,31.4,0
3252,55.49616295547955,57.4,66.8,1
3253,54.29490192742615,54.6,62.6,-1
3254,53.24050114814365,54.7,65.0,-1
3255,50.00473828397594,52.5,64.1,-1
3256,55.998030746404815,55.4,63.4,-1
3257,61.34686963775654,59.4,64.2,-1
3258,66.42138877479663,59.8,62.1,-1
3259,61.7789398455584,60.5,65.6,-1
3260,53.42733487186082,55.3,65.5,1
3261,59.711721905958285,55.4,59.6,-1
3262,53.28409394966419,55.1,65.0,1
3263,,40.0,48.1,-1
3264,,25.0,29.4,0
3265,53.74017727407273,55.6,65.3,-1
3266,,57.0,65.2,-1
3267,,25.0,29.3,0
3268,58.499757108481695,57.4,64.3,1
3269,56.16439354592679,57.2,65.6,1
3270,58.54091830303424,59.6,67.2,-1
3271,42.67551990044759,25.0,29.3,0
3272,41.68688976278232,25.0,28.0,0
3273,57.91176171610436,58.6,66.2,1
3274,31.530713264389153,25.0,35.5,0
3275,53.942311331632965,54.1,62.0,-1
3276,49.161585428052426,54.0,62.4,-1
3277,47.05681239051738,49.8,60.0,-1
3278,33.723331691332625,25.0,31.9,0
3279,39.570689377288915,25.0,30.1,0
3280,42.179345243654524,46.4,57.2,-1
3281,57.00446367539036,56.9,64.5,1
3282,58.5432807668506,57.5,64.4,-1
3283,56.30115865238123,56.8,64.8,1
3284,56.68151857431651,57.2,65.0,1
3285,57.35675826424268,56.6,63.5,-1
3286,47.99764807023769,25.0,28.7,0
3287,38.503552814706495,43.3,56.0,-1
3288,59.70997169526133,60.9,67.8,1
3289,63.569292624867415,62.9,67.5,1
3290,55.77264125788888,55.9,64.3,-1
3291,53.02149556172525,53.9,63.6,-1
3292,54.18605016697357,55.4,64.6,-1
3293,50.914614446812855,50.0,56.9,-1
3294,54.149637332663715,54.2,61.4,-1
3295,55.28205045681081,56.1,64.4,-1
3296,,41.2,53.1,-1
3297,57.083089148241804,56.4,63.3,-1
3298,45.37340691574146,25.0,30.1,0
3299,55.1359765104531,55.2,63.4,-1
3300,41.15411393333929,43.8,54.9,-1
3301,61.34702383430608,59.1,64.5,-1
3302,43.281030047175506,45.1,54.4,-1
3303,54.49038764132273,53.4,61.9,-1
3304,60.77592999347887,58.3,62.4,-1
3305,76.35082776778704,61.9,62.0,-1
3306,85.58361417686628,62.4,62.0,-1
3307,73.33344962862371,25.0,23.1,0
3308,,25.0,23.2,0
3309,,58.0,58.5,-1
3310,,25.0,23.2,0
3311,,56.1,64.9,1
3312,53.90716859809957,53.7,62.0,-1
3313,52.573019914100485,52.9,62.0,-1
3314,71.42762604982993,25.0,23.4,0
3315,,57.9,56.3,-1
3316,66.1694732862333,58.6,60.4,-1
3317,55.08073973192622,55.4,64.8,-1
3318,,53.8,65.5,-1
3319,,48.2,58.7,-1
3320,,40.0,46.0,-1
3321,58.848188915113965,56.0,61.9,1
3322,68.56685632405576,25.0,22.9,0
3323,45.63707708675619,49.6,61.3,-1
3324,91.91394650063106,58.0,56.5,-1
3325,52.5081000011471,53.8,62.7,-1
3326,54.75299241759235,54.5,62.4,-1
3327,60.32553943721031,59.2,65.3,1
3328,75.34626049343086,63.4,64.4,1
3329,83.29101972986662,65.3,64.4,-1
3330,66.42212957949275,62.6,65.1,-1
3331,69.2013440684758,63.9,65.9,1
3332,83.01978108061758,65.7,65.0,-1
3333,72.55860369993383,64.4,66.0,-1
3334,54.31093886394025,55.6,63.9,-1
3335,52.35689775291124,53.1,63.5,-1
3336,54.90938016666447,25.0,25.3,0
3337,56.40934976367538,57.1,64.8,-1
3338,56.99140196371448,25.0,26.5,0
3339,51.62130576982247,53.0,63.2,-1
3340,74.88516190818653,62.1,63.1,1
3341,67.54587223053692,60.6,62.7,-1
3342,69.83704993041381,63.6,65.5,-1
3343,67.51053000760021,63.9,66.1,-1
3344,53.25007342249787,54.1,62.7,-1
3345,63.22922724362681,58.1,61.5,-1
3346,,40.0,45.7,-1
3347,71.64395569731965,63.4,65.1,1
3348,,55.2,52.6,-1
3349,81.7223444286452,60.8,60.9,-1
3350,83.55278765850913,63.1,61.6,-1
3351,41.52866596185961,25.0,30.0,0
3352,62.73175613559614,58.4,62.3,-1
3353,63.72951580594095,25.0,21.5,0
3354,78.46268550972549,58.0,55.0,-1
3355,82.25305012084354,62.5,60.6,-1
3356,75.68614970535523,63.0,61.0,-1
3357,52.53715456340402,52.6,59.1,-1
3358,72.71897828480331,53.8,50.0,-1
3359,74.11445028937132,59.4,59.9,-1
3360,72.98857733029067,55.9,55.8,-1
3361,57.31365857651883,25.0,21.8,0
3362,91.15587198826674,59.1,58.3,-1
3363,77.20543512792747,25.0,23.6,0
3364,77.66493415717505,25.0,24.3,0
3365,75.62146860127787,25.0,23.4,0
3366,46.42590300266007,25.0,28.0,0
3367,84.5993807421346,61.1,61.3,-1
3368,43.14084886498988,25.0,28.9,0
3369,,62.8,63.1,-1
3370,,63.1,62.7,-1
3371,82.48217884114075,64.4,64.6,-1
3372,40.249960321135106,25.0,29.1,0
3373,,25.0,21.3,0
3374,91.36068310122475,58.9,57.6,-1
3375,72.38410848429015,57.3,54.0,-1
3376,80.4180005926197,64.2,62.8,-1
3377,79.45112107665867,25.0,23.7,0
3378,79.36571648095256,61.3,59.0,-1
3379,76.98611001700068,59.9,57.3,-1
3380,54.82790625889168,52.4,57.7,-1
3381,44.6572638164284,25.0,28.7,0
3382,48.690694119282085,49.9,61.1,-1
3383,57.74428752304286,56.0,62.3,-1
3384,55.419551307487566,55.6,63.6,-1
3385,54.21631780927285,55.1,64.0,-1
3386,49.74631056675422,49.6,57.6,-1
3387,51.389641942493704,52.6,60.6,-1
3388,52.483374453815344,53.6,62.0,-1
3389,52.005929422691125,53.6,62.2,-1
3390,53.55311966349354,52.5,58.5,-1
3391,49.28094974544642,50.8,60.4,-1
3392,58.86531311445125,58.4,65.1,1
3393,64.39872727779945,61.7,65.6,1
3394,61.81796375473463,60.2,65.5,1
3395,57.72835715523086,57.0,63.9,1
3396,56.28281809772324,55.9,63.6,-1
3397,56.24405294308373,57.0,65.2,1
3398,62.76191541315129,59.9,64.5,1
3399,57.781795644900114,58.6,66.3,1
3400,55.11375602495132,56.1,64.8,1
3401,59.96765324918043,59.2,65.5,1
3402,59.84777829420074,59.6,66.0,1
3403,56.50791098763748,56.6,64.8,-1
3404,,51.8,55.7,-1
3405,54.26173668816933,54.6,63.8,1
3406,,38.3,54.2,-1
3407,55.48755637603746,55.8,64.6,-1
3408,55.49745029838525,55.4,63.6,1
3409,68.17745303020541,62.8,64.8,-1
3410,22.703456611208995,25.0,30.1,0
3411,57.275925024735095,55.9,63.1,1
3412,,62.2,61.8,-1
3413,58.0049248219501,57.7,64.6,1
3414,47.618978357645084,49.7,59.8,-1
3415,48.09264077528505,49.3,58.5,1
3416,49.3674292794373,51.9,61.3,-1
3417,71.00201502397645,62.8,64.2,-1
3418,54.90644478570176,54.7,63.1,-1
3419,66.76372075560609,25.0,22.3,0
3420,77.21131741603647,60.8,60.7,-1
3421,60.242512752994905,58.9,64.6,1
3422,66.38195075584268,61.5,64.4,1
3423,61.53078179824891,59.6,64.8,1
3424,58.10433066480052,56.3,62.7,-1
3425,53.46337924750384,54.0,63.2,-1
3426,56.843941595137245,56.9,64.4,1
3427,,42.5,57.2,-1
3428,55.71549532792541,55.9,64.4,1
3429,,42.6,57.8,-1
3430,58.92901108509319,57.7,64.2,1
3431,60.83334223329171,58.8,64.0,-1
3432,48.44516430821948,49.9,61.0,-1
3433,57.22677630601996,58.3,66.4,1
3434,59.644955268723635,59.5,66.0,-1
3435,72.42372018625048,62.5,63.8,-1
3436,69.80553232380893,62.4,64.0,-1
3437,,25.0,21.9,0
3438,66.96186045213611,25.0,23.1,0
3439,,54.1,54.9,-1
3440,66.71678201921509,25.0,22.6,0
3441,67.30402673609608,25.0,22.5,0
3442,65.96091639910566,25.0,22.7,0
3443,65.55149847884203,25.0,22.7,0
3444,65.34594437756081,25.0,22.6,0
3445,60.396456110097574,58.9,64.6,1
3446,66.56868042638675,25.0,22.5,0
3447,66.98528051977736,25.0,22.7,0
3448,69.68397505783446,25.0,22.9,0
3449,53.05464508260476,54.5,63.8,-1
3450,51.666426756429615,52.7,62.8,-1
3451,53.20534702753443,54.4,64.7,1
3452,52.19609167210157,52.0,61.6,-1
3453,44.828869301896404,49.4,61.1,-1
3454,52.61791551999595,54.7,64.5,-1
3455,49.03172768570059,51.3,61.8,-1
3456,45.590496935057224,48.4,61.1,-1
3457,52.559564482670204,54.8,65.4,1
3458,71.33307670846295,63.6,65.1,1
3459,64.31408619263676,62.4,66.1,1
3460,48.99573094643893,52.2,61.6,-1
3461,47.702829965291116,51.4,61.3,-1
3462,59.94894290870915,59.6,66.0,1
3463,53.7550177120565,55.5,64.9,-1
3464,56.62260755963749,56.0,63.7,1
3465,60.655673309038335,58.8,63.9,-1
3466,54.95678300760085,55.8,64.6,-1
3467,67.67939932174723,62.4,64.7,1
3468,52.260051124071815,53.2,63.2,-1
3469,53.96983825775353,56.6,66.7,-1
3470,47.57491017654418,50.9,60.4,-1
3471,54.428624073181886,55.8,65.2,1
3472,45.97127670279909,49.4,58.8,-1
3473,54.84734567639082,53.3,61.2,-1
3474,50.28361578681503,51.7,60.4,-1
3475,53.73166709376092,53.4,61.6,-1
3476,54.692164327969174,53.8,62.3,-1
3477,49.4149418854563,52.6,62.3,-1
3478,56.66759494856034,57.8,65.5,1
3479,54.843362815202326,55.8,64.8,1
3480,42.38919326159339,46.0,57.2,-1
3481,52.554503765038476,53.1,63.3,-1
3482,55.3760269001516,54.1,62.2,-1
3483,,25.0,29.9,0
3484,50.86320017177762,52.5,60.7,-1
3485,48.35668097758622,50.5,59.4,-1
3486,37.27426752018053,25.0,25.8,0
3487,49.40328192344607,51.5,60.6,-1
3488,58.65505720940515,58.8,65.5,1
3489,55.10638410911248,54.8,61.3,-1
3490,70.7990787594507,62.3,64.0,-1
3491,55.31620565168984,56.4,64.3,-1
3492,51.29538315693232,53.2,61.3,-1
3493,57.91716916113086,56.5,62.4,-1
3494,58.67160498809375,58.4,64.9,1
3495,53.64269586036352,54.4,63.6,-1
3496,50.9240582357305,52.4,62.2,-1
3497,55.9236159246808,54.7,61.8,-1
3498,68.78237989912263,58.1,59.1,-1
3499,72.11176062725988,57.1,53.8,-1
3500,66.20568130242012,61.5,64.4,1
3501,,53.3,63.5,-1
3502,60.16338268496466,60.3,66.7,1
3503,52.996361225347776,54.1,62.6,-1
3504,65.03297875934435,25.0,20.9,0
3505,,63.5,65.4,-1
3506,63.30046272708556,61.0,65.3,-1
3507,52.053416033968425,53.5,62.5,-1
3508,66.85579038985662,25.0,22.8,0
3509,65.66782744746426,25.0,22.6,0
3510,62.74463940084267,60.5,65.0,-1
3511,52.29339942994042,53.5,61.7,-1
3512,45.012319771328066,48.7,59.1,-1
3513,50.84344839981036,52.5,60.5,-1
3514,56.878327372105744,56.7,64.7,1
3515,51.780519761149854,52.0,60.2,-1
3516,68.57333558694165,25.0,23.1,0
3517,53.03043015878322,53.7,62.7,-1
3518,54.231072077754746,54.6,63.6,1
3519,54.756257005144015,56.0,64.0,-1
3520,41.67022375354892,25.0,29.3,0
3521,43.67491448419193,25.0,29.8,0
3522,49.837461707737276,52.7,62.5,-1
3523,51.672625531666206,52.0,60.1,-1
3524,58.54820257614462,56.8,62.5,-1
3525,46.59007717530629,25.0,29.3,0
3526,53.20517789955452,52.6,59.9,-1
3527,47.96111241905312,51.4,63.1,-1
3528,72.92730362086871,61.0,62.2,-1
3529,60.80074576827228,59.6,65.3,-1
3530,54.422686061461214,55.9,64.4,-1
3531,45.77581570297009,48.0,58.7,-1
3532,53.056621364613555,53.2,61.6,-1
3533,68.98026730677209,25.0,23.2,0
3534,,63.6,65.0,-1
3535,,56.6,61.8,-1
3536,45.06279263604767,48.3,61.1,-1
3537,52.25369600159638,53.4,61.3,-1
3538,52.24861076870984,54.0,64.6,1
3539,52.379915679737586,54.4,63.6,-1
3540,55.063129196741215,55.3,62.3,-1
3541,52.09052461558108,52.8,61.8,-1
3542,56.40378762676066,56.4,64.1,1
3543,50.018578808189126,52.0,60.5,-1
3544,47.30303425825447,51.2,62.5,-1
3545,54.92009921654761,56.9,65.8,1
3546,57.0473231811328,56.4,63.3,-1
3547,50.049876038349296,52.4,61.7,-1
3548,52.070819471928196,53.3,60.1,-1
3549,53.91587724910474,55.3,63.9,-1
3550,45.71730382758202,48.4,58.9,-1
3551,46.8012523308994,49.1,58.7,-1
3552,49.1857916930425,49.9,59.5,-1
3553,52.81353398977375,54.8,64.9,1
3554,50.64601247932343,52.6,61.0,-1
3555,53.593886797650434,55.8,65.8,1
3556,48.6325441048559,51.8,59.9,-1
3557,63.48055075663155,58.8,62.2,-1
3558,54.00431137048529,54.9,63.0,-1
3559,47.70185230911732,25.0,28.8,0
3560,50.73498895013966,52.1,59.5,-1
3561,47.68512700197661,50.4,61.2,-1
3562,49.29952129565376,52.0,63.8,-1
3563,52.74996652512547,53.8,61.5,-1
3564,54.48915497603637,54.7,62.7,-1
3565,53.54486891447392,55.0,63.6,-1
3566,55.41044804310855,56.5,64.5,-1
3567,55.648099939128755,55.8,64.0,1
3568,56.64848564181689,56.0,62.8,-1
3569,52.046621475639185,52.5,60.5,-1
3570,59.82054840306572,58.3,63.9,-1
3571,61.314571713617774,59.6,64.8,-1
3572,52.525886963912946,53.9,62.1,-1
3573,55.52216166074315,56.0,63.6,-1
3574,60.11484626517563,58.1,63.0,-1
3575,59.53442446431898,56.8,61.6,-1
3576,58.014099209944156,55.2,60.2,-1
3577,53.89159557953527,53.9,60.8,-1
3578,58.56122798988692,57.3,62.9,-1
3579,66.62785192075512,25.0,22.6,0
3580,,54.6,52.9,-1
3581,,54.4,64.3,-1
3582,78.02182375452166,64.1,65.1,1
3583,64.87745015704706,25.0,22.4,0
3584,81.53176071190934,63.2,63.8,-1
3585,54.55378106941535,25.0,25.0,0
3586,64.6038947814264,25.0,25.0,0
3587,65.76635296226175,58.8,60.4,-1
3588,56.24887088344295,53.8,57.6,-1
3589,69.99504851234646,63.9,66.0,1
3590,56.25802354037781,55.9,62.7,-1
3591,66.5327449864282,63.4,66.2,1
3592,62.29699233143481,60.4,65.3,1
3593,64.04776861737903,61.7,65.8,1
3594,52.51335789984009,52.3,60.8,-1
3595,58.28855376317835,58.0,64.6,-1
3596,55.86563876273832,56.7,64.2,-1
3597,66.91879005334394,25.0,22.8,0
3598,69.93908248057328,55.2,51.5,-1
3599,70.82453157749562,25.0,23.2,0
3600,58.324970008596324,57.5,63.9,-1
3601,63.32592473403582,25.0,22.5,0
3602,78.46007403291588,61.3,62.1,-1
3603,50.17617130183027,50.8,59.9,-1
3604,60.86301618267029,57.8,62.7,-1
3605,54.49652003153682,25.0,26.9,0
3606,50.74216155024727,52.0,60.2,-1
3607,56.00579677141214,56.9,64.7,-1
3608,54.358648070104024,53.5,59.6,-1
3609,64.7283528586564,61.0,64.6,-1
3610,66.28473993197552,63.3,66.4,1
3611,54.77565259867831,56.1,64.6,-1
3612,55.18343570258437,55.8,63.6,-1
3613,68.79238967719685,62.4,64.4,-1
3614,,56.7,55.9,-1
3615,51.433482924683084,54.3,64.8,-1
3616,39.804003544380286,25.0,29.5,0
3617,51.86371130762038,55.8,63.6,-1
3618,59.834098404257816,57.2,61.6,-1
3619,41.907156932909274,45.6,58.5,-1
3620,54.59551157797773,53.9,60.6,-1
3621,54.423321951133865,56.2,65.1,-1
3622,59.12736309581097,56.2,60.8,-1
3623,53.66255295925926,54.3,61.3,-1
3624,52.60725137172383,53.3,61.2,-1
3625,55.553845334321736,54.4,60.3,-1
3626,52.33763763445114,52.2,57.6,-1
3627,56.04342854830999,55.3,61.0,-1
3628,60.02151951009074,57.5,62.0,-1
3629,52.22399403140074,25.0,28.0,0
3630,61.833424084809174,58.4,62.7,-1
3631,61.57816831665242,57.8,61.6,-1
3632,64.0584096077982,56.3,57.3,-1
3633,58.650166274174595,57.4,63.0,-1
3634,63.71970250733996,58.0,60.3,-1
3635,61.59014683773658,25.0,25.3,0
3636,52.67514237656854,53.1,60.6,-1
3637,54.14167384205082,55.6,65.0,1
3638,54.924514247366574,55.5,64.1,1
3639,53.78931105659064,55.7,65.0,1
3640,51.33652732035168,52.5,60.1,-1
3641,67.42371570472811,25.0,22.3,0
3642,71.90565164162403,25.0,23.0,0
3643,73.57541477900486,25.0,25.0,0
3644,69.6844569802785,25.0,23.2,0
3645,70.16071920162278,25.0,22.9,0
3646,67.89200138681205,25.0,23.1,0
3647,68.53506954319455,52.8,48.9,-1
3648,68.14435786440056,25.0,23.1,0
3649,66.17719242568239,25.0,23.1,0
3650,67.59711104624832,25.0,22.4,0
3651,69.33566964022062,25.0,23.4,0
3652,66.49709445533328,25.0,22.9,0
3653,67.12245839737344,25.0,22.6,0
3654,70.61422173414844,25.0,23.3,0
3655,74.10096332749072,25.0,23.7,0
3656,66.70589784231164,25.0,23.0,0
3657,63.09467272306757,25.0,20.1,0
3658,67.43225091135284,25.0,22.8,0
3659,80.72342090416308,57.6,57.1,-1
3660,,53.8,65.6,-1
3661,59.14479820833345,59.0,65.6,-1
3662,65.70981492582222,25.0,24.9,0
3663,78.31259075956201,57.8,57.3,-1
3664,79.9309443045147,25.0,23.9,0
3665,55.50348527223276,53.9,60.6,-1
3666,,55.2,64.1,1
3667,65.76109647171576,25.0,21.2,0
3668,,25.0,28.2,0
3669,68.41442032672734,25.0,23.5,0
3670,,56.3,66.1,-1
3671,55.67545170686058,58.0,67.5,-1
3672,56.207861093794186,57.7,66.3,-1
3673,,61.8,68.0,-1
3674,,62.3,65.0,-1
3675,87.38916688545034,63.4,63.4,-1
3676,,52.8,61.2,-1
3677,75.56412991894118,60.6,61.5,-1
3678,,45.4,57.1,-1
3679,51.14666440575702,53.7,65.0,1
3680,53.355750161480984,55.6,65.0,-1
3681,63.45144198321915,60.9,65.1,1
3682,,25.0,30.7,0
3683,29.962251620741565,25.0,30.7,0
3684,53.64425203282611,55.1,62.7,-1
3685,55.35333336045591,53.7,60.1,-1
3686,48.69977022536715,50.3,60.2,-1
3687,24.451247209613502,25.0,30.8,0
3688,62.44499519530397,57.8,61.8,-1
3689,53.11701292760995,54.8,62.9,-1
3690,19.117383159786527,25.0,30.0,0
3691,36.61389286932103,25.0,28.6,0
3692,35.43180673843437,25.0,31.9,0
3693,38.32598111493451,43.7,56.4,-1
3694,41.23402904038718,45.4,57.4,-1
3695,43.66537266722358,46.7,59.5,-1
3696,43.89456121742945,47.3,60.3,-1
3697,43.57283309056966,47.0,59.6,-1
3698,47.602398630176026,50.4,62.7,-1
3699,82.48628406654434,64.6,64.8,1
3700,,57.9,57.0,-1
3701,,64.4,65.2,-1
3702,81.16579824718734,64.1,64.7,-1
3703,,60.8,62.0,-1
3704,,66.6,66.2,-1
3705,76.8733262902732,61.8,62.4,-1
3706,,56.5,65.1,-1
3707,80.07214234176709,60.7,61.1,-1
3708,,60.1,62.8,-1
3709,,59.4,64.2,-1
3710,,67.9,68.6,-1
3711,79.04858535619336,64.6,65.6,-1
3712,79.05354919883665,61.5,62.2,-1
3713,40.2097462003395,25.0,30.0,0
3714,49.15315663228923,51.7,61.8,-1
3715,55.33759156888998,53.0,57.6,-1
3716,49.430653219201496,49.6,58.0,-1
3717,51.288831434723534,53.3,63.9,-1
3718,50.253429332069466,51.4,61.1,-1
3719,59.84194580259281,58.6,64.1,-1
3720,45.41527849529308,49.7,61.8,-1
3721,59.48957107357662,55.9,59.0,-1
3722,50.5850481044456,52.3,62.1,-1
3723,56.10793627103998,53.4,57.8,-1
3724,49.72929901784502,51.0,57.9,-1
3725,48.1419747832801,50.8,62.6,-1
3726,48.883731381157304,49.8,57.8,-1
3727,48.59278848431173,50.1,59.6,-1
3728,52.57568469317777,53.5,63.3,1
3729,52.88299501904563,53.3,60.5,-1
